Orgao Responsável,Título,Link,Tipo,Data de Publicação,Resultado
FAMED,"Edital para Proc. Seletivo p/ Estagiário -UFU/ FAMED/ 038/ 2013 - para estudantes de Adm, Pedagogia e Letras (Noturno)",http://www.editais.ufu.br/node/1650,Estágio UFU,06/08/2013,Não Publ.
DRII,Edital 052/2013 - Bolsas CAPES: Cambridge Overseas Trust de Doutorado Pleno em Cambridge,http://www.editais.ufu.br/node/1635,Mest./Dout./Especializ.,24/07/2013,Não Publ.
ESTES,Edital para Proc. Seletivo p/ Estagiário - ESTES/UFU - para técnicos em Análises Clínicas,http://www.editais.ufu.br/node/1623,Estágio UFU,22/07/2013,Não Publ.
PREFE,Edital de Estágio - PREFE/UFU para alunos de Comunicação Social/Jornalismo e Artes Visuais,http://www.editais.ufu.br/node/1609,Estágio UFU,10/07/2013,Não Publ.
PREFE/ DIRIE,Edital para Proc. Seletivo p/ Estagiário - PREFE/DIRIE/UFU - para estudantes de Arq. e Urbanismo,http://www.editais.ufu.br/node/1602,Estágio UFU,03/07/2013,Não Publ.
PPGEO,Edital de abertura das inscrições e do processo de seleção 2013/2 para ingresso de Alunos Especiais ao Programa de Pós-Graduação em Geografia - Niveis Mestrado e Doutorado Acadêmico,http://www.editais.ufu.br/node/1597,Mest./Dout./Especializ.,25/06/2013,Não Publ.
ESTES,Edital para Proc. Seletivo p/ Estagiário - ESTES/UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1592,Estágio UFU,17/06/2013,Não Publ.
ESEBA,Edital para Proc. Seletivo p/ Estagiário - ESEBA/UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1593,Estágio UFU,17/06/2013,Não Publ.
PPGBIC,Processo Seletivo para os Cursos de Mestrado Acadêmico e Doutorado do Programa de Pós-Graduação em Biocombustíveis,http://www.editais.ufu.br/node/1585,Mest./Dout./Especializ.,10/06/2013,Não Publ.
CEPES/IE,Edital de Estágio - CEPES/IE-UFU para alunos de Ciências Econômicas,http://www.editais.ufu.br/node/1577,Estágio UFU,07/06/2013,Não Publ.
CEPES/IE,"Edital de Estágio - CEPES/IE-UFU para alunos de Ciênc. Econôm, Rel. Intern. ou Comun. Social",http://www.editais.ufu.br/node/1578,Estágio UFU,07/06/2013,Não Publ.
CEPES/IE,Edital de Estágio - CEPES/IE-UFU para alunos de Ciênc da Comput. ou Sist. de Inform.,http://www.editais.ufu.br/node/1579,Estágio UFU,07/06/2013,Não Publ.
CEPES/IE,Edital de Estágio - CEPES/IE-UFU para alunos de Ciências Econômicas,http://www.editais.ufu.br/node/1580,Estágio UFU,07/06/2013,Não Publ.
CPGQuimicia,"Edital de abertura das inscrições e do Processo Seletivo 2013/2 para ingresso no Programa de Pós-Graduação em Química, níveis Mestrado e Doutorado.",http://www.editais.ufu.br/node/1584,Mest./Dout./Especializ.,07/06/2013,Não Publ.
DIRSU,Edital para Proc. Seletivo p/ Estagiário - DIRSU/UFU - para estudantes de Eng. Elétrica e Arquitetura,http://www.editais.ufu.br/node/1576,Estágio UFU,06/06/2013,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/HC-UFU - para estudantes de Enfermagem,http://www.editais.ufu.br/node/1574,Estágio UFU,04/06/2013,Não Publ.
INGEG/PPGEB,Edital de abertura das inscrições e do processo de seleção 2013/2 para ingresso ao Programa de Pós-Graduação em Engenharia Biomédica,http://www.editais.ufu.br/node/1567,Mest./Dout./Especializ.,29/05/2013,Não Publ.
COPEL,Edital de abertura das inscrições e do proceso de seleção 2013/2 para ingresso no Programa de Pós-graduação em Engenharia Elétrica,http://www.editais.ufu.br/node/1568,Mest./Dout./Especializ.,29/05/2013,Não Publ.
COIPA,"Processo de seleção 2013/1 para ingresso em 2013/2 ao Programa de Pós-graduação em Imunologia e Parasitologia Aplicadas, Curso de Mestrado Acadêmico e Curso de Doutorado",http://www.editais.ufu.br/node/1563,Mest./Dout./Especializ.,24/05/2013,Não Publ.
CEAD,Edital para Processo Seletivo p/ Estagiário(a) - UFU/CEAD - para alunos de vários cursos,http://www.editais.ufu.br/node/1559,Estágio UFU,21/05/2013,Não Publ.
PPGBC/ICBIM,Processo Seletivo para Ingresso no Programa de Pós Graduação em Biologia Celular e Estrutural Aplicada,http://www.editais.ufu.br/node/1558,Mest./Dout./Especializ.,20/05/2013,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/Arq. Hospitalar HC-UFU - para estudantes de diversos cursos,http://www.editais.ufu.br/node/1553,Estágio UFU,15/05/2013,Não Publ.
PPGEC/FECIV,Edital de abertura de inscrições e do processo de seleção 2013/2 para ingresso no Programa de Pós-graduação em Eng. Civil,http://www.editais.ufu.br/node/1546,Mest./Dout./Especializ.,13/05/2013,Não Publ.
DIRCO,"Edital para Proc. Seletivo p/ Estagiário - DIRCO/UFU - para estudantes de Jornalismo, Computação e áreas afins",http://www.editais.ufu.br/node/1545,Estágio UFU,10/05/2013,Não Publ.
PROGRAD/DIRPS,Edital para Proc. Seletivo p/ Estagiário - PROGRAD-UFU - para estudantes de diversos cursos,http://www.editais.ufu.br/node/1544,Estágio UFU,09/05/2013,Não Publ.
COPGC/FACOM,Processo Seletivo para Ingresso no Programa de Pós-graduação em Ciência da Computação,http://www.editais.ufu.br/node/1543,Mest./Dout./Especializ.,08/05/2013,Não Publ.
DRII,Programa MARCA - bolsas para UM semestre a partir de Agosto de 2013 - Curso de Agronomia - UFU,http://www.editais.ufu.br/node/1536,Estágio UFU,02/05/2013,Não Publ.
GDHS/HC-UFU,Proc. Seletivo para Estagiário - GDHS/HC-UFU - para estudantes de Artes Visuais.,http://www.editais.ufu.br/node/1534,Estágio UFU,24/04/2013,Não Publ.
FACED,"Edital de Seleção ao Curso de Pós-Graduação ""Lato Sensu"" Especialização em Educação em Direitos Humanos",http://www.editais.ufu.br/node/1524,Mest./Dout./Especializ.,19/04/2013,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/HC-UFU - para estudantes de Eng. Biomédicia,http://www.editais.ufu.br/node/1523,Estágio UFU,17/04/2013,Não Publ.
DIRPE/PROPP,Edtial de Convocação de Projetos de Pesquisa para Bolsas de Iniciação Científica PIBIC/CNPQ e para Iniciação Científica Voluntária PIVIC,http://www.editais.ufu.br/node/1521,Inic. Científica,15/04/2013,Não Publ.
NUTESES/FAEFI,Edital para Proc. Seletivo p/ Estagiário - NUTESES/FAEFI-UFU - para estudantes de Ed. Física,http://www.editais.ufu.br/node/1519,Estágio UFU,12/04/2013,Não Publ.
ESEBA,Edital para Proc. Seletivo p/ Estagiário - ESEBA-UFU - para estudantes de Pedagogia,http://www.editais.ufu.br/node/1520,Estágio UFU,12/04/2013,Não Publ.
PROGRAD,Edital Programa Jovens Talentos para a Ciência (PJTC),http://www.editais.ufu.br/node/1515,Inic. Científica,09/04/2013,Não Publ.
PREFE,Edital para Proc. Seletivo p/ Estagiário na PREFE - para estudantes de vários cursos,http://www.editais.ufu.br/node/1514,Estágio UFU,05/04/2013,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/HC-UFU - para estudantes de Administr.,http://www.editais.ufu.br/node/1502,Estágio UFU,25/03/2013,Não Publ.
ILEEL,Edital para Proc. Seletivo p/ Estagiário na ILEEL - para estudantes de Letras e Comunic. Social,http://www.editais.ufu.br/node/1499,Estágio UFU,22/03/2013,Não Publ.
CEaD,Processo seletivo para estagiário(a) - UFU / ILEEL / CEaD para vários cursos,http://www.editais.ufu.br/node/1485,Estágio UFU,13/03/2013,Não Publ.
FACED/GPECPOP,Processo Seletivo Bolsa de Iniciação Cientifica,http://www.editais.ufu.br/node/1477,Inic. Científica,12/03/2013,Não Publ.
DIRCO,Processo Seletivo para Estagiário(a) - DIRCO/UFU - para alunos de Jornalismo,http://www.editais.ufu.br/node/1473,Estágio UFU,08/03/2013,Não Publ.
EDUFU,Proc. Seletivo para Estágio - EDUFU - Diversos Cursos,http://www.editais.ufu.br/node/1450,Estágio UFU,01/03/2013,Não Publ.
DRII/UFU,Edital para Proc. Seletivo para Mobilidade Internacional 2013/2014 - Alunos de todas as graduações,http://www.editais.ufu.br/node/1431,Estágio UFU,25/02/2013,Não Publ.
ILEEL/PPGEL,Edital PPGEL: Seleção para Mestrado e Doutorado em Estudos Linguísticos (Turmas 2014-1),http://www.editais.ufu.br/node/1418,Mest./Dout./Especializ.,21/01/2013,Não Publ.
FACED/GPECPOP,Processo Seletivo para Bolsa de Iniciação Científica: Projeto Rede de Educação Popular,http://www.editais.ufu.br/node/1415,Inic. Científica,15/01/2013,Não Publ.
PROPP,Edital dos Programs Insctitucionais de Bolsas de Iniciação Científica no Ensino Médio e Iniciação Júnior- PIBIC EM/CNPq E BIC JUNIOR FAPEMIG 2013/2014,http://www.editais.ufu.br/node/1414,Inic. Científica,14/01/2013,Não Publ.
DRII,Seleção de Bolsistas para Doutorado Pleno nas Universidades de Nottingham e Birmingham,http://www.editais.ufu.br/node/1410,Mest./Dout./Especializ.,08/01/2013,Não Publ.
PPGEB/FEELT,Processo Seletivo para Pós-Graduação em Engenharia Biomédica 2013/1,http://www.editais.ufu.br/node/1404,Mest./Dout./Especializ.,02/01/2013,Não Publ.
COPEL/FEELT,Processo Seletivo para Pós-Graduação em Engenharia Elétrica 2013/1,http://www.editais.ufu.br/node/1400,Mest./Dout./Especializ.,18/12/2012,Não Publ.
PGQUI/IQUFU,Edital de Abertura das Inscrições e do Processo de Seleção 2013/1 para Ingresso no Programa de Pós-Graduação em PARA INGRESSO NO PROGRAMA DE PÓS-GRADUAÇÃO em Química,http://www.editais.ufu.br/node/1389,Mest./Dout./Especializ.,02/12/2012,Não Publ.
DIRQS/PROREH,Processo Seletivo para Estagiário(a) - PROREH/ DIRQS/UFU - para alunos de Psicologia e Artes Visuais,http://www.editais.ufu.br/node/1381,Estágio UFU,26/11/2012,Não Publ.
FAMAT,Seleção de Monitores para o 2º Semestre - disciplinas: Cálculo 1 e 2 e Geometria Analítica,http://www.editais.ufu.br/node/1384,Monitoria,26/11/2012,Não Publ.
CTI/UFU,"Processo Seletivo para Estagiário(a) - CTI/UFU - para alunos de Computação, Gestão/Sistemas de Informação e Engenharias",http://www.editais.ufu.br/node/1377,Estágio UFU,21/11/2012,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - CREDESH/UFU - para alunos de vários cursos,http://www.editais.ufu.br/node/1371,Estágio UFU,13/11/2012,Não Publ.
PPGO/FO,Processo de Seleção 2013/1 para ingresso no Programa de Pós-graduação em Odontologia - Mestrado e Doutorado,http://www.editais.ufu.br/node/1372,Mest./Dout./Especializ.,13/11/2012,Não Publ.
ESEBA,Edital para Proc. Seletivo p/ Estagiário - ESEBA/UFU - Pedagogia,http://www.editais.ufu.br/node/1367,Estágio UFU,12/11/2012,Não Publ.
FEQUI/PPGEP,Processo Seletivo 2013/1 do Programa de Pós-graduação em Eng. Química - Curso de mestrado e doutorado,http://www.editais.ufu.br/node/1369,Mest./Dout./Especializ.,12/11/2012,Não Publ.
FACED,Programa – PET/Conexões de Saberes: Educomunicação (Jornalismo/Pedagogia e Licenciaturas),http://www.editais.ufu.br/node/1370,Programa PET,12/11/2012,Não Publ.
ICBIM,Seleção de Monitores para o 2º Semestre - área de morfologia - Disc. Anatomia Humana,http://www.editais.ufu.br/node/1361,Monitoria,07/11/2012,Não Publ.
CPFIS,Processo de Seleção 2013/1 para ingresso no Programa de Pós-graduação em Física,http://www.editais.ufu.br/node/1359,Mest./Dout./Especializ.,04/11/2012,Não Publ.
PPGBC/ICBIM/,Edital de Abertura de inscrição e do Processo seletivo para ingresso em 2013/1 - PPGBC - Nivel Mestrado,http://www.editais.ufu.br/node/1360,Mest./Dout./Especializ.,04/11/2012,Não Publ.
PPGCS,Edital – Programa de Pós-Graduação em Ciências da Saúde/FAMED/UFU,http://www.editais.ufu.br/node/1354,Mest./Dout./Especializ.,30/10/2012,Não Publ.
UFU/CEAD/FACED,Processo seletivo para estagiário(a) - UFU/CEAD/FACED para vários cursos,http://www.editais.ufu.br/node/1355,Estágio UFU,30/10/2012,Não Publ.
UFU/CEAD/NEAB,Processo seletivo para estagiário(a) - UFU/CEAD/NEAB para vários cursos,http://www.editais.ufu.br/node/1356,Estágio UFU,30/10/2012,Não Publ.
PPGEC/FECIV,Edital de abertura de inscrições e do processo de seleção 2013/1para ingresso ao Programa de Pós-graduação em Engenharia Civil,http://www.editais.ufu.br/node/1353,Mest./Dout./Especializ.,28/10/2012,Não Publ.
ILEEL,Processo Seletivo 2013/1 do Programa de pósgraduação em Letras - Curso de mestrado Acadêmico em Teoria Literária,http://www.editais.ufu.br/node/1347,Mest./Dout./Especializ.,21/10/2012,Não Publ.
NEAB,"Edital de Processo Seletivo para Monitoria no VIII Seminário Racismo e Educação & VII Seminário Gêniero, Raça e Etnia",http://www.editais.ufu.br/node/1345,Monitoria,19/10/2012,Não Publ.
COIPA,Processo de seleção 2013/1 para ingresso no Programa de Pós-graduação em Imunologia e Parasitologia Aplicadas PPIPA/ICBIM/UFU. - níveis mestrado acadêmico e doutorado,http://www.editais.ufu.br/node/1346,Mest./Dout./Especializ.,19/10/2012,Não Publ.
COPEC,Edital de seleção do Programa de Pós-Graduação em Ecologia,http://www.editais.ufu.br/node/1317,Mest./Dout./Especializ.,03/10/2012,Não Publ.
EDUFU,Proc. seletivo para estagiário para os cursos de Letras e Tradução e da grande área Ciências Sociais Aplicadas,http://www.editais.ufu.br/node/1309,Estágio UFU,22/09/2012,Não Publ.
DIVPE/PROPP,Convocação de Projetos de Pesquisa Bolsas de Iniciação Científica PIBIC FAPEMIG e Iniciação Científica Voluntária PIVIC,http://www.editais.ufu.br/node/1301,Inic. Científica,18/09/2012,Não Publ.
PPGCS,Processo de seleção 2012/1 para ingresso no Programa de Pós-Graduação em Ciências Sociais - Mestrado Acadêmico,http://www.editais.ufu.br/node/1300,Mest./Dout./Especializ.,17/09/2012,Não Publ.
FAMEV,"Edital de Seleção para Ingresso no Curso de Pós-Graduação Lato Sensu Em Ciência e Tecnologia Avícola - Nível Especialização, Turma2012 - 2013",http://www.editais.ufu.br/node/1284,Mest./Dout./Especializ.,10/09/2012,Não Publ.
PPGBV/INBIO,Processo de seleção 2013/1 para ingresso no Programa de Pós-Graduação em Biologia Vegetal - Mestrado Acadêmico,http://www.editais.ufu.br/node/1285,Mest./Dout./Especializ.,10/09/2012,Não Publ.
FADIR,Edital de abertura das inscrições e do processo de seleção 2012/2 para ingresso no XXII Curso de Pós - graduação “Lato sensu” em Direito Processual Civil,http://www.editais.ufu.br/node/1282,Mest./Dout./Especializ.,06/09/2012,Não Publ.
FADIR,Edital de abertura das inscrições e do processo de seleção 2012/2 para ingresso no I Curso de Pós - graduação “Lato sensu” em Direito dos Contratos,http://www.editais.ufu.br/node/1283,Mest./Dout./Especializ.,06/09/2012,Não Publ.
SESTA,Processo Seletivo para estágio na Algar Tecnologia,http://www.editais.ufu.br/node/1234,Estágio UFU,16/07/2012,Não Publ.
SESTA,Processo Seletivo para estágio na Araguaia Engenharia - Eng. Civil,http://www.editais.ufu.br/node/1235,Estágio UFU,16/07/2012,Não Publ.
IP,Edital de seleção para o I Curso de especialização em Neuropsicologia,http://www.editais.ufu.br/node/1202,Mest./Dout./Especializ.,04/07/2012,Não Publ.
PPGA/IARTE,Processo de Seleção 2013/1 para o ingresso ao Programa de Pós-Graduação em Arte - Curso de Mestrado Acadêmico,http://www.editais.ufu.br/node/1193,Mest./Dout./Especializ.,25/06/2012,Não Publ.
PPGEL/ILEEL,Seleção para Mestrado e Doutorado em Estudos Linguísticos - Turmas 2013,http://www.editais.ufu.br/node/1178,Mest./Dout./Especializ.,12/06/2012,Não Publ.
FACIP,Seleção de candidatos para curso de Pós-Graduação Latu Sensu - MBA em Gestão e Finanças Empresariais,http://www.editais.ufu.br/node/1179,Mest./Dout./Especializ.,12/06/2012,Não Publ.
INHIS/PPGHIS,Processo de seleção 2013/1 para ingresso no Programa de Pós-Graduação em História,http://www.editais.ufu.br/node/1177,Mest./Dout./Especializ.,11/06/2012,Não Publ.
COPEL/FEELT,Processo de Seleção 2012/2 para ingresso ao Programa de Pós-Graduação em Engenharia Elétrica,http://www.editais.ufu.br/node/1171,Mest./Dout./Especializ.,29/05/2012,Não Publ.
PPGBC/ICBIM,Edital de abertura das inscriçõess parapara ingresso em 2012/2 do Programa de Pós Graduação em Biologia Celular e Estrutural Aplicadas - Modalidade Mestrado,http://www.editais.ufu.br/node/1166,Mest./Dout./Especializ.,22/05/2012,Não Publ.
CPFIS,"Edital abertura das inscrições para processo de seleção alunos, ingressantes no programa de Pós-graduação em Física em 2012/2.",http://www.editais.ufu.br/node/1164,Mest./Dout./Especializ.,18/05/2012,Não Publ.
COPGC,Processo Seletivo 2012/2 para Ingresso no Programa de Pós-graduação em Ciência da Computação,http://www.editais.ufu.br/node/1151,Mest./Dout./Especializ.,15/05/2012,Não Publ.
FAMEV,Edital de Seleção 002/2010 para ingresso o Programa de Pós-Graduação em Ciências Veterinárias - nível Mestrado - áreas de concentração Produção Animal e Saúde Animal - Turma 2011,http://www.editais.ufu.br/node/1142,Mest./Dout./Especializ.,08/05/2012,Não Publ.
FACED,Edital de Seleção ao Curso de Pós-Graduação Lato-Sensu - Especialização em PsicoPedagogia,http://www.editais.ufu.br/node/1137,Mest./Dout./Especializ.,04/05/2012,Não Publ.
PPIPA/ICBIM,Edital de Seleção aos Cursos de Pós Graduação Mestrado e Doutorado do Programa de Pós-graduação em Imunologioa e Parasitologia Aplicadas do ICBIM/UFU,http://www.editais.ufu.br/node/1131,Mest./Dout./Especializ.,26/04/2012,Não Publ.
COPSIA,Edital para Proc. Seletivo p/ Estagiário - COPSIA/UFU - para estudantes de Direito,http://www.editais.ufu.br/node/1123,Estágio UFU,23/04/2012,Não Publ.
PPGEC,Edital de abertura de inscrições e do processo de seleção 2012/2 para ingresso ao Programa de Pós-graduação em Engenharia Civil,http://www.editais.ufu.br/node/1124,Mest./Dout./Especializ.,23/04/2012,Não Publ.
DICULT/PROEX,Edital para Proc. Seletivo p/ Estagiário - DICULT/PROEX UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1116,Estágio UFU,12/04/2012,Não Publ.
PROGRAD,Edital de Processo Seletivo de Bolsistas Programa Jovens Talenrtos para a Ciência,http://www.editais.ufu.br/node/1093,Inic. Científica,27/03/2012,Não Publ.
NUTESES/ FAEFI,Edital para Proc. Seletivo p/ Estagiário - Núcleo de teses da FAEFI/UFU - para estudantes do curso de Ed. Física,http://www.editais.ufu.br/node/1076,Estágio UFU,23/03/2012,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/HC- UFU - para estudantes de Eng. Biomédica,http://www.editais.ufu.br/node/1078,Estágio UFU,23/03/2012,Não Publ.
CEAD,Edital para Proc. Seletivo p/ Estagiário - CEAD/ UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1075,Estágio UFU,22/03/2012,Não Publ.
ESEBA,Edital para Proc. Seletivo p/ Estagiário - ESEBA/ UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1070,Estágio UFU,21/03/2012,Não Publ.
CEAD/ILEEL,Edital para Proc. Seletivo p/ Estagiário - ILEEL/ UFU - para estudantes de Vários Cursos,http://www.editais.ufu.br/node/1066,Estágio UFU,20/03/2012,Não Publ.
PREFE,Edital para Proc. Seletivo p/ Estagiário - PREFE/ UFU - para alunos de todos os cursos,http://www.editais.ufu.br/node/1068,Estágio UFU,20/03/2012,Não Publ.
PREFE,Edital para Proc. Seletivo p/ Estagiário - PREFE/ UFU - para alunos de vários cursos,http://www.editais.ufu.br/node/1069,Estágio UFU,20/03/2012,Não Publ.
CTI,Edital para Proc. Seletivo p/ Estagiário - CTI/ UFU,http://www.editais.ufu.br/node/1061,Estágio UFU,16/03/2012,Não Publ.
FACED,Edital processo seletivo para bolsas de Iniciação Científica - Projeto Rede de Educação Popular,http://www.editais.ufu.br/node/1062,Inic. Científica,16/03/2012,Não Publ.
SESTA,Monitoria para Estudantes do Curso de Letras - Escola Batista Mineiro,http://www.editais.ufu.br/node/1060,Monitoria,15/03/2012,Não Publ.
SISBI,Edital para Proc. Seletivo p/ Estagiário - SISBI - para alunos de vários cursos,http://www.editais.ufu.br/node/1057,Estágio UFU,12/03/2012,Não Publ.
PROPP/DIRPE,Edital de Convocação de Projetos de Pesquisa para Bolsas de Iniciação Científica,http://www.editais.ufu.br/node/1051,Inic. Científica,08/03/2012,Não Publ.
ARFIS/ICBIM,Seleção de Monitores p/ o 1º Semestre de 2012 - Área: Ciências Fisiológicas,http://www.editais.ufu.br/node/1045,Monitoria,05/03/2012,Não Publ.
EDUFU,Edital para Proc. Seletivo p/ Estagiário - EDUFU - para alunos de vários cursos,http://www.editais.ufu.br/node/1037,Estágio UFU,02/03/2012,Não Publ.
ESTES,Edital para Proc. Seletivo p/ Estagiário - ESTES,http://www.editais.ufu.br/node/1038,Estágio UFU,02/03/2012,Não Publ.
PPGEO,Seleção de Alunos Especiais para o Programa de Pós-Graduação em Geografia 2012/01,http://www.editais.ufu.br/node/1033,Mest./Dout./Especializ.,28/02/2012,Não Publ.
DIRQS/SIAPS,Proc. Seletivo p/ Estagiário - Setor Integrado de Ações Psicossociais - Alunos do curso de Psicologia,http://www.editais.ufu.br/node/1028,Estágio UFU,16/02/2012,Não Publ.
FAMED,"Edital para Proc. Seletivo p/ Estagiário - Enfermagem, Medicina, Nutrição, Odontologia ou Psicologia",http://www.editais.ufu.br/node/1026,Estágio UFU,15/02/2012,Não Publ.
FACED,"Edital de Seleção aos Cursos de Pós Graduação ""Lato Sensu"" da Faculdade de Educação- UFU",http://www.editais.ufu.br/node/1004,Mest./Dout./Especializ.,05/02/2012,Não Publ.
ICBIM,Seleção de Monitores p/ o 1º Semestre de 2012 - Área: Morfologia - Disciplina: Anatomia Humana,http://www.editais.ufu.br/node/1003,Monitoria,02/02/2012,Não Publ.
FADIR,Edital de Seleção do I Curso de Especialização em Direito Constitucional,http://www.editais.ufu.br/node/995,Mest./Dout./Especializ.,17/01/2012,Não Publ.
PPGBioVeg,Seleção de Candidatos ao PRODOC – Programa de Apoio a Projetos Institutcionais com a Participação de Recém-Doutores,http://www.editais.ufu.br/node/987,Mest./Dout./Especializ.,11/01/2012,Não Publ.
COCSA/FAMED,Edital de seleção 2012-/1 para ingresso ao Programa de Pós-graduação em Ciências da Saúde (COCSA) - Modalidade Curso de Doutorado,http://www.editais.ufu.br/node/982,Mest./Dout./Especializ.,04/01/2012,Não Publ.
HC/UFU,Proc. Seletivo para Estágio - BioEngenharia do HCU/UFU - para alunos de Eng. Biomédica,http://www.editais.ufu.br/node/932,Estágio UFU,11/12/2011,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - GDHS/HCU-UFU - Pedagogia,http://www.editais.ufu.br/node/893,Estágio UFU,07/11/2011,Não Publ.
CTI,Proc. Seletivo para Estagiário(a) para atuação na Divisão de Suporte CTI - Campus Pontal,http://www.editais.ufu.br/node/894,Estágio UFU,07/11/2011,Não Publ.
CPFIS,Edital de abertura das inscrições e seleção de Candidatos do Progama de Pós-graduação em Física,http://www.editais.ufu.br/node/892,Mest./Dout./Especializ.,06/11/2011,Não Publ.
IG-UFU/Programa de Pós-Graduação em Geografia,Proc. Seletivo para ingresso de alunos regulares ao Programa de Pós-Graduação em Geografia - Níveis de Mestrado Acadêmico e Doutorado - Turmas 2012,http://www.editais.ufu.br/node/879,Mest./Dout./Especializ.,25/10/2011,Não Publ.
FAMED,Processo Seletivo para 2012-1 no Programa de Pós-graduação em Ciências da Saúde (COCSA),http://www.editais.ufu.br/node/883,Mest./Dout./Especializ.,23/10/2011,Não Publ.
COIPA,Proc. Seletivo para Progr. Pós-graduação em Imunologia e Parasitologia Aplicadas (Mestrado/Doutorado),http://www.editais.ufu.br/node/882,Mest./Dout./Especializ.,20/10/2011,Não Publ.
COPEL,Proc. Seletivo para Mestrado e Doutorado no Prog. de Pós-graduação em Engenharia Elétrica,http://www.editais.ufu.br/node/881,Mest./Dout./Especializ.,19/10/2011,Não Publ.
FECIV/PPGEC,Processo Seletivo para 2012-1 no Programa de Pós-graduação em Engenharia Civil,http://www.editais.ufu.br/node/863,Mest./Dout./Especializ.,18/10/2011,Não Publ.
EDUFU,Proc. Seletivo para Estágio - EDUFU - Diversos Cursos,http://www.editais.ufu.br/node/866,Estágio UFU,16/10/2011,Não Publ.
Pós-Graduação em Biologia Celular e Estrutural Aplicada - Instituto de Ciências Biomédicas,Edital de Processo Seletivo PPG em Biologia Celular e Estrutural Aplicadas,http://www.editais.ufu.br/node/862,Mest./Dout./Especializ.,14/10/2011,Não Publ.
GEPPS,Proc. Seletivo para Estágio - GEPPS/HC-UFU - para alunos de Pedagogia,http://www.editais.ufu.br/node/859,Estágio UFU,07/10/2011,Não Publ.
PPGCS,"Edital de ingresso ao Programa de Pós-graduação em Ciências Sociais, Curso de Mestrado Acadêmico - Edital 01/2011",http://www.editais.ufu.br/node/848,Mest./Dout./Especializ.,05/10/2011,Não Publ.
INBIO/PPGBV,Processo de seleção 2012/1 para ingresso no Programa de Pós Graduação em Biologia Vegetal - Mestrado Acadêmico,http://www.editais.ufu.br/node/838,Mest./Dout./Especializ.,03/10/2011,Não Publ.
CPPGE,Edital do curso de Doutorado em Economia - turma 2012,http://www.editais.ufu.br/node/839,Mest./Dout./Especializ.,03/10/2011,Não Publ.
FO/Área de CTBMF e Implantodontia,Edital Processo Seletivo Curso de Especialização em Implantodontia,http://www.editais.ufu.br/node/835,Mest./Dout./Especializ.,28/09/2011,Não Publ.
Área de Odontologia Pediátrica / FO,Processo Seletivo do X Curso de Especialização Lato Sensu em Odontopediatria,http://www.editais.ufu.br/node/834,Mest./Dout./Especializ.,27/09/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo para Estágio - CREDESH/HC-UFU - para alunos de Administração,http://www.editais.ufu.br/node/830,Estágio UFU,22/09/2011,Não Publ.
NEAB-UFU,"Processo Seletivo para Monitoria no VII Seminário Racismo e Educação e VI Seminário de Gênero, Raça e Etnia",http://www.editais.ufu.br/node/819,Monitoria,13/09/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo para Estágio - GDHS/HC-UFU - para alunos de Administração,http://www.editais.ufu.br/node/785,Estágio UFU,06/09/2011,Não Publ.
ICBIM,Seleção de Monitores p/ o 2° Semestre de 2011- Área de Ciências Fisiológicas,http://www.editais.ufu.br/node/776,Monitoria,29/08/2011,Não Publ.
PREFE,Proc. Seletivo para Estágio - PREFE-UFU - para alunos de Eng. Elétrica,http://www.editais.ufu.br/node/772,Estágio UFU,25/08/2011,Não Publ.
Coordenação do Curso de Geografia,Seleção de Monitores p/ o 2° Semestre de 2011- Curso Geografia/FACIP,http://www.editais.ufu.br/node/769,Monitoria,19/08/2011,Não Publ.
CTI,Edital de Processo Seletivo para Estagiário(a) para Atuação no CTI - UFU,http://www.editais.ufu.br/node/766,Estágio UFU,18/08/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo para Estágio - GDHS/HC-UFU - para alunos de Eng. Biomédica,http://www.editais.ufu.br/node/759,Estágio UFU,09/08/2011,Não Publ.
ESEBA,Proc. Seletivo para Estágio - ESEBA - para alunos de Psicologia e Pedagogia,http://www.editais.ufu.br/node/757,Estágio UFU,08/08/2011,Não Publ.
DICULT/PROEX,Proc. Seletivo para Estágio - DICULT/PROEX - para alunos de Vários Cursos,http://www.editais.ufu.br/node/755,Estágio UFU,04/08/2011,Não Publ.
